"TrialID","Subj","Basename","TrialNo","Target","SemanticFoil","PhonologicalFoil","Unrelated"
3872,"092L","RWL_Block2_092L37MS2",32,"vase","gift","van","swan"
3873,"092L","RWL_Block2_092L37MS2",33,"cheese","bread","shirt","van"
3874,"092L","RWL_Block2_092L37MS2",34,"fly","bee","flag","pen"
3875,"092L","RWL_Block2_092L37MS2",35,"pear","cheese","pen","vase"
3876,"092L","RWL_Block2_092L37MS2",36,"sword","pen","swan","gift"
3877,"092L","RWL_Block2_092L37MS2",37,"horse","bear","heart","pan"
3878,"092L","RWL_Block2_092L37MS2",38,"drum","bell","dress","sword"
3879,"092L","RWL_Block2_092L37MS2",39,"kite","flag","gift","shirt"
3880,"092L","RWL_Block2_092L37MS2",40,"van","horse","pan","sword"
3881,"092L","RWL_Block2_092L37MS2",41,"bell","drum","bee","swing"
3882,"092L","RWL_Block2_092L37MS2",42,"ring","dress","swing","flag"
3883,"092L","RWL_Block2_092L37MS2",43,"heart","ring","horse","pan"
3884,"092L","RWL_Block2_092L37MS2",44,"swing","kite","spoon","heart"
3885,"092L","RWL_Block2_092L37MS2",45,"bee","fly","bear","heart"
3886,"092L","RWL_Block2_092L37MS2",46,"gift","vase","kite","bread"
3887,"092L","RWL_Block2_092L37MS2",47,"dress","shirt","drum","swing"
3888,"092L","RWL_Block2_092L37MS2",48,"bear","horse","bell","ring"
3889,"093L","RWL_Block1_093L28FS1",1,"flag","kite","fly","pear"
3890,"093L","RWL_Block1_093L28FS1",2,"drum","bell","dress","sword"
3891,"093L","RWL_Block1_093L28FS1",3,"ring","dress","swing","flag"
3892,"093L","RWL_Block1_093L28FS1",4,"swan","bee","spoon","bell"
3893,"093L","RWL_Block1_093L28FS1",5,"kite","flag","gift","shirt"
3894,"093L","RWL_Block1_093L28FS1",6,"bell","drum","bee","swing"
3895,"093L","RWL_Block1_093L28FS1",7,"heart","ring","horse","bread"
3896,"093L","RWL_Block1_093L28FS1",8,"bread","cheese","bear","vase"
3897,"093L","RWL_Block1_093L28FS1",9,"vase","gift","van","swan"
3898,"093L","RWL_Block1_093L28FS1",10,"gift","vase","kite","bread"
3899,"093L","RWL_Block1_093L28FS1",11,"fly","bee","flag","pen"
3900,"093L","RWL_Block1_093L28FS1",12,"pen","sword","pear","van"
3901,"093L","RWL_Block1_093L28FS1",13,"dress","shirt","drum","swing"
3902,"093L","RWL_Block1_093L28FS1",14,"cheese","bread","shirt","van"
3903,"093L","RWL_Block1_093L28FS1",15,"van","horse","pan","sword"
3904,"093L","RWL_Block1_093L28FS1",16,"pan","spoon","pear","vase"
3905,"093L","RWL_Block1_093L28FS1",17,"sword","pen","swan","gift"
3906,"093L","RWL_Block1_093L28FS1",18,"bee","fly","bear","heart"
3907,"093L","RWL_Block1_093L28FS1",19,"pear","cheese","pen","ring"
3908,"093L","RWL_Block1_093L28FS1",20,"shirt","dress","cheese","fly"
3909,"093L","RWL_Block1_093L28FS1",21,"horse","bear","heart","pan"
3910,"093L","RWL_Block1_093L28FS1",22,"swing","kite","spoon","heart"
3911,"093L","RWL_Block1_093L28FS1",23,"spoon","pan","swan","drum"
3912,"093L","RWL_Block1_093L28FS1",24,"bear","horse","bell","ring"
3913,"093L","RWL_Block2_093L28FS1",25,"spoon","pan","swan","drum"
3914,"093L","RWL_Block2_093L28FS1",26,"flag","kite","fly","pear"
3915,"093L","RWL_Block2_093L28FS1",27,"pan","spoon","pear","vase"
3916,"093L","RWL_Block2_093L28FS1",28,"bread","cheese","bear","vase"
3917,"093L","RWL_Block2_093L28FS1",29,"shirt","dress","cheese","fly"
3918,"093L","RWL_Block2_093L28FS1",30,"pen","sword","pear","van"
3919,"093L","RWL_Block2_093L28FS1",31,"swan","bee","spoon","bell"
3920,"093L","RWL_Block2_093L28FS1",32,"vase","gift","van","swan"
3921,"093L","RWL_Block2_093L28FS1",33,"cheese","bread","shirt","van"
3922,"093L","RWL_Block2_093L28FS1",34,"fly","bee","flag","pen"
3923,"093L","RWL_Block2_093L28FS1",35,"pear","cheese","pen","vase"
3924,"093L","RWL_Block2_093L28FS1",36,"sword","pen","swan","gift"
3925,"093L","RWL_Block2_093L28FS1",37,"horse","bear","heart","pan"
3926,"093L","RWL_Block2_093L28FS1",38,"drum","bell","dress","sword"
3927,"093L","RWL_Block2_093L28FS1",39,"kite","flag","gift","shirt"
3928,"093L","RWL_Block2_093L28FS1",40,"van","horse","pan","sword"
3929,"093L","RWL_Block2_093L28FS1",41,"bell","drum","bee","swing"
3930,"093L","RWL_Block2_093L28FS1",42,"ring","dress","swing","flag"
3931,"093L","RWL_Block2_093L28FS1",43,"heart","ring","horse","pan"
3932,"093L","RWL_Block2_093L28FS1",44,"swing","kite","spoon","heart"
3933,"093L","RWL_Block2_093L28FS1",45,"bee","fly","bear","heart"
3934,"093L","RWL_Block2_093L28FS1",46,"gift","vase","kite","bread"
3935,"093L","RWL_Block2_093L28FS1",47,"dress","shirt","drum","swing"
3936,"093L","RWL_Block2_093L28FS1",48,"bear","horse","bell","ring"
3937,"094L","RWL_Block1_094L28FS1",1,"flag","kite","fly","pear"
3938,"094L","RWL_Block1_094L28FS1",2,"drum","bell","dress","sword"
3939,"094L","RWL_Block1_094L28FS1",3,"ring","dress","swing","flag"
3940,"094L","RWL_Block1_094L28FS1",4,"swan","bee","spoon","bell"
3941,"094L","RWL_Block1_094L28FS1",5,"kite","flag","gift","shirt"
3942,"094L","RWL_Block1_094L28FS1",6,"bell","drum","bee","swing"
3943,"094L","RWL_Block1_094L28FS1",7,"heart","ring","horse","bread"
3944,"094L","RWL_Block1_094L28FS1",8,"bread","cheese","bear","vase"
3945,"094L","RWL_Block1_094L28FS1",9,"vase","gift","van","swan"
3946,"094L","RWL_Block1_094L28FS1",10,"gift","vase","kite","bread"
3947,"094L","RWL_Block1_094L28FS1",11,"fly","bee","flag","pen"
3948,"094L","RWL_Block1_094L28FS1",12,"pen","sword","pear","van"
3949,"094L","RWL_Block1_094L28FS1",13,"dress","shirt","drum","swing"
3950,"094L","RWL_Block1_094L28FS1",14,"cheese","bread","shirt","van"
3951,"094L","RWL_Block1_094L28FS1",15,"van","horse","pan","sword"
3952,"094L","RWL_Block1_094L28FS1",16,"pan","spoon","pear","vase"
3953,"094L","RWL_Block1_094L28FS1",17,"sword","pen","swan","gift"
3954,"094L","RWL_Block1_094L28FS1",18,"bee","fly","bear","heart"
3955,"094L","RWL_Block1_094L28FS1",19,"pear","cheese","pen","ring"
3956,"094L","RWL_Block1_094L28FS1",20,"shirt","dress","cheese","fly"
3957,"094L","RWL_Block1_094L28FS1",21,"horse","bear","heart","pan"
3958,"094L","RWL_Block1_094L28FS1",22,"swing","kite","spoon","heart"
3959,"094L","RWL_Block1_094L28FS1",23,"spoon","pan","swan","drum"
3960,"094L","RWL_Block1_094L28FS1",24,"bear","horse","bell","ring"
3961,"094L","RWL_Block2_094L28FS1",25,"spoon","pan","swan","drum"
3962,"094L","RWL_Block2_094L28FS1",26,"flag","kite","fly","pear"
3963,"094L","RWL_Block2_094L28FS1",27,"pan","spoon","pear","vase"
3964,"094L","RWL_Block2_094L28FS1",28,"bread","cheese","bear","vase"
3965,"094L","RWL_Block2_094L28FS1",29,"shirt","dress","cheese","fly"
3966,"094L","RWL_Block2_094L28FS1",30,"pen","sword","pear","van"
3967,"094L","RWL_Block2_094L28FS1",31,"swan","bee","spoon","bell"
3968,"094L","RWL_Block2_094L28FS1",32,"vase","gift","van","swan"
3969,"094L","RWL_Block2_094L28FS1",33,"cheese","bread","shirt","van"
3970,"094L","RWL_Block2_094L28FS1",34,"fly","bee","flag","pen"
3971,"094L","RWL_Block2_094L28FS1",35,"pear","cheese","pen","vase"
3972,"094L","RWL_Block2_094L28FS1",36,"sword","pen","swan","gift"
3973,"094L","RWL_Block2_094L28FS1",37,"horse","bear","heart","pan"
3974,"094L","RWL_Block2_094L28FS1",38,"drum","bell","dress","sword"
3975,"094L","RWL_Block2_094L28FS1",39,"kite","flag","gift","shirt"
3976,"094L","RWL_Block2_094L28FS1",40,"van","horse","pan","sword"
3977,"094L","RWL_Block2_094L28FS1",41,"bell","drum","bee","swing"
3978,"094L","RWL_Block2_094L28FS1",42,"ring","dress","swing","flag"
3979,"094L","RWL_Block2_094L28FS1",43,"heart","ring","horse","pan"
3980,"094L","RWL_Block2_094L28FS1",44,"swing","kite","spoon","heart"
3981,"094L","RWL_Block2_094L28FS1",45,"bee","fly","bear","heart"
3982,"094L","RWL_Block2_094L28FS1",46,"gift","vase","kite","bread"
3983,"094L","RWL_Block2_094L28FS1",47,"dress","shirt","drum","swing"
3984,"094L","RWL_Block2_094L28FS1",48,"bear","horse","bell","ring"
3985,"095L","RWL_Block1_095L31MS1",1,"flag","kite","fly","pear"
3986,"095L","RWL_Block1_095L31MS1",2,"drum","bell","dress","sword"
3987,"095L","RWL_Block1_095L31MS1",3,"ring","dress","swing","flag"
3988,"095L","RWL_Block1_095L31MS1",4,"swan","bee","spoon","bell"
3989,"095L","RWL_Block1_095L31MS1",5,"kite","flag","gift","shirt"
3990,"095L","RWL_Block1_095L31MS1",6,"bell","drum","bee","swing"
3991,"095L","RWL_Block1_095L31MS1",7,"heart","ring","horse","bread"
3992,"095L","RWL_Block1_095L31MS1",8,"bread","cheese","bear","vase"
3993,"095L","RWL_Block1_095L31MS1",9,"vase","gift","van","swan"
3994,"095L","RWL_Block1_095L31MS1",10,"gift","vase","kite","bread"
3995,"095L","RWL_Block1_095L31MS1",11,"fly","bee","flag","pen"
3996,"095L","RWL_Block1_095L31MS1",12,"pen","sword","pear","van"
3997,"095L","RWL_Block1_095L31MS1",13,"dress","shirt","drum","swing"
3998,"095L","RWL_Block1_095L31MS1",14,"cheese","bread","shirt","van"
3999,"095L","RWL_Block1_095L31MS1",15,"van","horse","pan","sword"
4000,"095L","RWL_Block1_095L31MS1",16,"pan","spoon","pear","vase"
4001,"095L","RWL_Block1_095L31MS1",17,"sword","pen","swan","gift"
4002,"095L","RWL_Block1_095L31MS1",18,"bee","fly","bear","heart"
4003,"095L","RWL_Block1_095L31MS1",19,"pear","cheese","pen","ring"
4004,"095L","RWL_Block1_095L31MS1",20,"shirt","dress","cheese","fly"
4005,"095L","RWL_Block1_095L31MS1",21,"horse","bear","heart","pan"
4006,"095L","RWL_Block1_095L31MS1",22,"swing","kite","spoon","heart"
4007,"095L","RWL_Block1_095L31MS1",23,"spoon","pan","swan","drum"
4008,"095L","RWL_Block1_095L31MS1",24,"bear","horse","bell","ring"
4009,"095L","RWL_Block2_095L31MS1",25,"spoon","pan","swan","drum"
4010,"095L","RWL_Block2_095L31MS1",26,"flag","kite","fly","pear"
4011,"095L","RWL_Block2_095L31MS1",27,"pan","spoon","pear","vase"
4012,"095L","RWL_Block2_095L31MS1",28,"bread","cheese","bear","vase"
4013,"095L","RWL_Block2_095L31MS1",29,"shirt","dress","cheese","fly"
4014,"095L","RWL_Block2_095L31MS1",30,"pen","sword","pear","van"
4015,"095L","RWL_Block2_095L31MS1",31,"swan","bee","spoon","bell"
4016,"095L","RWL_Block2_095L31MS1",32,"vase","gift","van","swan"
4017,"095L","RWL_Block2_095L31MS1",33,"cheese","bread","shirt","van"
4018,"095L","RWL_Block2_095L31MS1",34,"fly","bee","flag","pen"
4019,"095L","RWL_Block2_095L31MS1",35,"pear","cheese","pen","vase"
4020,"095L","RWL_Block2_095L31MS1",36,"sword","pen","swan","gift"
4021,"095L","RWL_Block2_095L31MS1",37,"horse","bear","heart","pan"
4022,"095L","RWL_Block2_095L31MS1",38,"drum","bell","dress","sword"
4023,"095L","RWL_Block2_095L31MS1",39,"kite","flag","gift","shirt"
4024,"095L","RWL_Block2_095L31MS1",40,"van","horse","pan","sword"
4025,"095L","RWL_Block2_095L31MS1",41,"bell","drum","bee","swing"
4026,"095L","RWL_Block2_095L31MS1",42,"ring","dress","swing","flag"
4027,"095L","RWL_Block2_095L31MS1",43,"heart","ring","horse","pan"
4028,"095L","RWL_Block2_095L31MS1",44,"swing","kite","spoon","heart"
4029,"095L","RWL_Block2_095L31MS1",45,"bee","fly","bear","heart"
4030,"095L","RWL_Block2_095L31MS1",46,"gift","vase","kite","bread"
4031,"095L","RWL_Block2_095L31MS1",47,"dress","shirt","drum","swing"
4032,"095L","RWL_Block2_095L31MS1",48,"bear","horse","bell","ring"
4033,"096L","RWL_Block1_096L31FS1",1,"flag","kite","fly","pear"
4034,"096L","RWL_Block1_096L31FS1",2,"drum","bell","dress","sword"
4035,"096L","RWL_Block1_096L31FS1",3,"ring","dress","swing","flag"
4036,"096L","RWL_Block1_096L31FS1",4,"swan","bee","spoon","bell"
4037,"096L","RWL_Block1_096L31FS1",5,"kite","flag","gift","shirt"
4038,"096L","RWL_Block1_096L31FS1",6,"bell","drum","bee","swing"
4039,"096L","RWL_Block1_096L31FS1",7,"heart","ring","horse","bread"
4040,"096L","RWL_Block1_096L31FS1",8,"bread","cheese","bear","vase"
4041,"096L","RWL_Block1_096L31FS1",9,"vase","gift","van","swan"
4042,"096L","RWL_Block1_096L31FS1",10,"gift","vase","kite","bread"
4043,"096L","RWL_Block1_096L31FS1",11,"fly","bee","flag","pen"
4044,"096L","RWL_Block1_096L31FS1",12,"pen","sword","pear","van"
4045,"096L","RWL_Block1_096L31FS1",13,"dress","shirt","drum","swing"
4046,"096L","RWL_Block1_096L31FS1",14,"cheese","bread","shirt","van"
4047,"096L","RWL_Block1_096L31FS1",15,"van","horse","pan","sword"
4048,"096L","RWL_Block1_096L31FS1",16,"pan","spoon","pear","vase"
4049,"096L","RWL_Block1_096L31FS1",17,"sword","pen","swan","gift"
4050,"096L","RWL_Block1_096L31FS1",18,"bee","fly","bear","heart"
4051,"096L","RWL_Block1_096L31FS1",19,"pear","cheese","pen","ring"
4052,"096L","RWL_Block1_096L31FS1",20,"shirt","dress","cheese","fly"
4053,"096L","RWL_Block1_096L31FS1",21,"horse","bear","heart","pan"
4054,"096L","RWL_Block1_096L31FS1",22,"swing","kite","spoon","heart"
4055,"096L","RWL_Block1_096L31FS1",23,"spoon","pan","swan","drum"
4056,"096L","RWL_Block1_096L31FS1",24,"bear","horse","bell","ring"
4057,"096L","RWL_Block2_096L31FS1",25,"spoon","pan","swan","drum"
4058,"096L","RWL_Block2_096L31FS1",26,"flag","kite","fly","pear"
4059,"096L","RWL_Block2_096L31FS1",27,"pan","spoon","pear","vase"
4060,"096L","RWL_Block2_096L31FS1",28,"bread","cheese","bear","vase"
4061,"096L","RWL_Block2_096L31FS1",29,"shirt","dress","cheese","fly"
4062,"096L","RWL_Block2_096L31FS1",30,"pen","sword","pear","van"
4063,"096L","RWL_Block2_096L31FS1",31,"swan","bee","spoon","bell"
4064,"096L","RWL_Block2_096L31FS1",32,"vase","gift","van","swan"
4065,"096L","RWL_Block2_096L31FS1",33,"cheese","bread","shirt","van"
4066,"096L","RWL_Block2_096L31FS1",34,"fly","bee","flag","pen"
4067,"096L","RWL_Block2_096L31FS1",35,"pear","cheese","pen","vase"
4068,"096L","RWL_Block2_096L31FS1",36,"sword","pen","swan","gift"
4069,"096L","RWL_Block2_096L31FS1",37,"horse","bear","heart","pan"
4070,"096L","RWL_Block2_096L31FS1",38,"drum","bell","dress","sword"
4071,"096L","RWL_Block2_096L31FS1",39,"kite","flag","gift","shirt"
4072,"096L","RWL_Block2_096L31FS1",40,"van","horse","pan","sword"
4073,"096L","RWL_Block2_096L31FS1",41,"bell","drum","bee","swing"
4074,"096L","RWL_Block2_096L31FS1",42,"ring","dress","swing","flag"
4075,"096L","RWL_Block2_096L31FS1",43,"heart","ring","horse","pan"
4076,"096L","RWL_Block2_096L31FS1",44,"swing","kite","spoon","heart"
4077,"096L","RWL_Block2_096L31FS1",45,"bee","fly","bear","heart"
4078,"096L","RWL_Block2_096L31FS1",46,"gift","vase","kite","bread"
4079,"096L","RWL_Block2_096L31FS1",47,"dress","shirt","drum","swing"
4080,"096L","RWL_Block2_096L31FS1",48,"bear","horse","bell","ring"
4081,"097L","RWL_Block1_097L38FS2",1,"flag","kite","fly","pear"
4082,"097L","RWL_Block1_097L38FS2",2,"drum","bell","dress","sword"
4083,"097L","RWL_Block1_097L38FS2",3,"ring","dress","swing","flag"
4084,"097L","RWL_Block1_097L38FS2",4,"swan","bee","spoon","bell"
4085,"097L","RWL_Block1_097L38FS2",5,"kite","flag","gift","shirt"
4086,"097L","RWL_Block1_097L38FS2",6,"bell","drum","bee","swing"
4087,"097L","RWL_Block1_097L38FS2",7,"heart","ring","horse","bread"
4088,"097L","RWL_Block1_097L38FS2",8,"bread","cheese","bear","vase"
4089,"097L","RWL_Block1_097L38FS2",9,"vase","gift","van","swan"
4090,"097L","RWL_Block1_097L38FS2",10,"gift","vase","kite","bread"
4091,"097L","RWL_Block1_097L38FS2",11,"fly","bee","flag","pen"
4092,"097L","RWL_Block1_097L38FS2",12,"pen","sword","pear","van"
4093,"097L","RWL_Block1_097L38FS2",13,"dress","shirt","drum","swing"
4094,"097L","RWL_Block1_097L38FS2",14,"cheese","bread","shirt","van"
4095,"097L","RWL_Block1_097L38FS2",15,"van","horse","pan","sword"
4096,"097L","RWL_Block1_097L38FS2",16,"pan","spoon","pear","vase"
4097,"097L","RWL_Block1_097L38FS2",17,"sword","pen","swan","gift"
4098,"097L","RWL_Block1_097L38FS2",18,"bee","fly","bear","heart"
4099,"097L","RWL_Block1_097L38FS2",19,"pear","cheese","pen","ring"
4100,"097L","RWL_Block1_097L38FS2",20,"shirt","dress","cheese","fly"
4101,"097L","RWL_Block1_097L38FS2",21,"horse","bear","heart","pan"
4102,"097L","RWL_Block1_097L38FS2",22,"swing","kite","spoon","heart"
4103,"097L","RWL_Block1_097L38FS2",23,"spoon","pan","swan","drum"
4104,"097L","RWL_Block1_097L38FS2",24,"bear","horse","bell","ring"
4105,"097L","RWL_Block2_097L38FS2",25,"spoon","pan","swan","drum"
4106,"097L","RWL_Block2_097L38FS2",26,"flag","kite","fly","pear"
4107,"097L","RWL_Block2_097L38FS2",27,"pan","spoon","pear","vase"
4108,"097L","RWL_Block2_097L38FS2",28,"bread","cheese","bear","vase"
4109,"097L","RWL_Block2_097L38FS2",29,"shirt","dress","cheese","fly"
4110,"097L","RWL_Block2_097L38FS2",30,"pen","sword","pear","van"
4111,"097L","RWL_Block2_097L38FS2",31,"swan","bee","spoon","bell"
4112,"097L","RWL_Block2_097L38FS2",32,"vase","gift","van","swan"
4113,"097L","RWL_Block2_097L38FS2",33,"cheese","bread","shirt","van"
4114,"097L","RWL_Block2_097L38FS2",34,"fly","bee","flag","pen"
4115,"097L","RWL_Block2_097L38FS2",35,"pear","cheese","pen","vase"
4116,"097L","RWL_Block2_097L38FS2",36,"sword","pen","swan","gift"
4117,"097L","RWL_Block2_097L38FS2",37,"horse","bear","heart","pan"
4118,"097L","RWL_Block2_097L38FS2",38,"drum","bell","dress","sword"
4119,"097L","RWL_Block2_097L38FS2",39,"kite","flag","gift","shirt"
4120,"097L","RWL_Block2_097L38FS2",40,"van","horse","pan","sword"
4121,"097L","RWL_Block2_097L38FS2",41,"bell","drum","bee","swing"
4122,"097L","RWL_Block2_097L38FS2",42,"ring","dress","swing","flag"
4123,"097L","RWL_Block2_097L38FS2",43,"heart","ring","horse","pan"
4124,"097L","RWL_Block2_097L38FS2",44,"swing","kite","spoon","heart"
4125,"097L","RWL_Block2_097L38FS2",45,"bee","fly","bear","heart"
4126,"097L","RWL_Block2_097L38FS2",46,"gift","vase","kite","bread"
4127,"097L","RWL_Block2_097L38FS2",47,"dress","shirt","drum","swing"
4128,"097L","RWL_Block2_097L38FS2",48,"bear","horse","bell","ring"
4129,"098L","RWL_Block1_098L38FS2",1,"flag","kite","fly","pear"
4130,"098L","RWL_Block1_098L38FS2",2,"drum","bell","dress","sword"
4131,"098L","RWL_Block1_098L38FS2",3,"ring","dress","swing","flag"
4132,"098L","RWL_Block1_098L38FS2",4,"swan","bee","spoon","bell"
4133,"098L","RWL_Block1_098L38FS2",5,"kite","flag","gift","shirt"
4134,"098L","RWL_Block1_098L38FS2",6,"bell","drum","bee","swing"
4135,"098L","RWL_Block1_098L38FS2",7,"heart","ring","horse","bread"
4136,"098L","RWL_Block1_098L38FS2",8,"bread","cheese","bear","vase"
4137,"098L","RWL_Block1_098L38FS2",9,"vase","gift","van","swan"
4138,"098L","RWL_Block1_098L38FS2",10,"gift","vase","kite","bread"
4139,"098L","RWL_Block1_098L38FS2",11,"fly","bee","flag","pen"
4140,"098L","RWL_Block1_098L38FS2",12,"pen","sword","pear","van"
4141,"098L","RWL_Block1_098L38FS2",13,"dress","shirt","drum","swing"
4142,"098L","RWL_Block1_098L38FS2",14,"cheese","bread","shirt","van"
4143,"098L","RWL_Block1_098L38FS2",15,"van","horse","pan","sword"
4144,"098L","RWL_Block1_098L38FS2",16,"pan","spoon","pear","vase"
4145,"098L","RWL_Block1_098L38FS2",17,"sword","pen","swan","gift"
4146,"098L","RWL_Block1_098L38FS2",18,"bee","fly","bear","heart"
4147,"098L","RWL_Block1_098L38FS2",19,"pear","cheese","pen","ring"
4148,"098L","RWL_Block1_098L38FS2",20,"shirt","dress","cheese","fly"
4149,"098L","RWL_Block1_098L38FS2",21,"horse","bear","heart","pan"
4150,"098L","RWL_Block1_098L38FS2",22,"swing","kite","spoon","heart"
4151,"098L","RWL_Block1_098L38FS2",23,"spoon","pan","swan","drum"
4152,"098L","RWL_Block1_098L38FS2",24,"bear","horse","bell","ring"
4153,"098L","RWL_Block2_098L38FS2",25,"spoon","pan","swan","drum"
4154,"098L","RWL_Block2_098L38FS2",26,"flag","kite","fly","pear"
4155,"098L","RWL_Block2_098L38FS2",27,"pan","spoon","pear","vase"
4156,"098L","RWL_Block2_098L38FS2",28,"bread","cheese","bear","vase"
4157,"098L","RWL_Block2_098L38FS2",29,"shirt","dress","cheese","fly"
4158,"098L","RWL_Block2_098L38FS2",30,"pen","sword","pear","van"
4159,"098L","RWL_Block2_098L38FS2",31,"swan","bee","spoon","bell"
4160,"098L","RWL_Block2_098L38FS2",32,"vase","gift","van","swan"
4161,"098L","RWL_Block2_098L38FS2",33,"cheese","bread","shirt","van"
4162,"098L","RWL_Block2_098L38FS2",34,"fly","bee","flag","pen"
4163,"098L","RWL_Block2_098L38FS2",35,"pear","cheese","pen","vase"
4164,"098L","RWL_Block2_098L38FS2",36,"sword","pen","swan","gift"
4165,"098L","RWL_Block2_098L38FS2",37,"horse","bear","heart","pan"
4166,"098L","RWL_Block2_098L38FS2",38,"drum","bell","dress","sword"
4167,"098L","RWL_Block2_098L38FS2",39,"kite","flag","gift","shirt"
4168,"098L","RWL_Block2_098L38FS2",40,"van","horse","pan","sword"
4169,"098L","RWL_Block2_098L38FS2",41,"bell","drum","bee","swing"
4170,"098L","RWL_Block2_098L38FS2",42,"ring","dress","swing","flag"
4171,"098L","RWL_Block2_098L38FS2",43,"heart","ring","horse","pan"
4172,"098L","RWL_Block2_098L38FS2",44,"swing","kite","spoon","heart"
4173,"098L","RWL_Block2_098L38FS2",45,"bee","fly","bear","heart"
4174,"098L","RWL_Block2_098L38FS2",46,"gift","vase","kite","bread"
4175,"098L","RWL_Block2_098L38FS2",47,"dress","shirt","drum","swing"
4176,"098L","RWL_Block2_098L38FS2",48,"bear","horse","bell","ring"
4177,"099L","RWL_Block1_099L38FS2",1,"flag","kite","fly","pear"
4178,"099L","RWL_Block1_099L38FS2",2,"drum","bell","dress","sword"
4179,"099L","RWL_Block1_099L38FS2",3,"ring","dress","swing","flag"
4180,"099L","RWL_Block1_099L38FS2",4,"swan","bee","spoon","bell"
4181,"099L","RWL_Block1_099L38FS2",5,"kite","flag","gift","shirt"
4182,"099L","RWL_Block1_099L38FS2",6,"bell","drum","bee","swing"
4183,"099L","RWL_Block1_099L38FS2",7,"heart","ring","horse","bread"
4184,"099L","RWL_Block1_099L38FS2",8,"bread","cheese","bear","vase"
4185,"099L","RWL_Block1_099L38FS2",9,"vase","gift","van","swan"
4186,"099L","RWL_Block1_099L38FS2",10,"gift","vase","kite","bread"
4187,"099L","RWL_Block1_099L38FS2",11,"fly","bee","flag","pen"
4188,"099L","RWL_Block1_099L38FS2",12,"pen","sword","pear","van"
4189,"099L","RWL_Block1_099L38FS2",13,"dress","shirt","drum","swing"
4190,"099L","RWL_Block1_099L38FS2",14,"cheese","bread","shirt","van"
4191,"099L","RWL_Block1_099L38FS2",15,"van","horse","pan","sword"
4192,"099L","RWL_Block1_099L38FS2",16,"pan","spoon","pear","vase"
4193,"099L","RWL_Block1_099L38FS2",17,"sword","pen","swan","gift"
4194,"099L","RWL_Block1_099L38FS2",18,"bee","fly","bear","heart"
4195,"099L","RWL_Block1_099L38FS2",19,"pear","cheese","pen","ring"
4196,"099L","RWL_Block1_099L38FS2",20,"shirt","dress","cheese","fly"
4197,"099L","RWL_Block1_099L38FS2",21,"horse","bear","heart","pan"
4198,"099L","RWL_Block1_099L38FS2",22,"swing","kite","spoon","heart"
4199,"099L","RWL_Block1_099L38FS2",23,"spoon","pan","swan","drum"
4200,"099L","RWL_Block1_099L38FS2",24,"bear","horse","bell","ring"
4201,"099L","RWL_Block2_099L38FS2",25,"spoon","pan","swan","drum"
4202,"099L","RWL_Block2_099L38FS2",26,"flag","kite","fly","pear"
4203,"099L","RWL_Block2_099L38FS2",27,"pan","spoon","pear","vase"
4204,"099L","RWL_Block2_099L38FS2",28,"bread","cheese","bear","vase"
4205,"099L","RWL_Block2_099L38FS2",29,"shirt","dress","cheese","fly"
4206,"099L","RWL_Block2_099L38FS2",30,"pen","sword","pear","van"
4207,"099L","RWL_Block2_099L38FS2",31,"swan","bee","spoon","bell"
4208,"099L","RWL_Block2_099L38FS2",32,"vase","gift","van","swan"
4209,"099L","RWL_Block2_099L38FS2",33,"cheese","bread","shirt","van"
4210,"099L","RWL_Block2_099L38FS2",34,"fly","bee","flag","pen"
4211,"099L","RWL_Block2_099L38FS2",35,"pear","cheese","pen","vase"
4212,"099L","RWL_Block2_099L38FS2",36,"sword","pen","swan","gift"
4213,"099L","RWL_Block2_099L38FS2",37,"horse","bear","heart","pan"
4214,"099L","RWL_Block2_099L38FS2",38,"drum","bell","dress","sword"
4215,"099L","RWL_Block2_099L38FS2",39,"kite","flag","gift","shirt"
4216,"099L","RWL_Block2_099L38FS2",40,"van","horse","pan","sword"
4217,"099L","RWL_Block2_099L38FS2",41,"bell","drum","bee","swing"
4218,"099L","RWL_Block2_099L38FS2",42,"ring","dress","swing","flag"
4219,"099L","RWL_Block2_099L38FS2",43,"heart","ring","horse","pan"
4220,"099L","RWL_Block2_099L38FS2",44,"swing","kite","spoon","heart"
4221,"099L","RWL_Block2_099L38FS2",45,"bee","fly","bear","heart"
4222,"099L","RWL_Block2_099L38FS2",46,"gift","vase","kite","bread"
4223,"099L","RWL_Block2_099L38FS2",47,"dress","shirt","drum","swing"
4224,"099L","RWL_Block2_099L38FS2",48,"bear","horse","bell","ring"
4225,"100L","RWL_Block1_100L38MS2",1,"flag","kite","fly","pear"
4226,"100L","RWL_Block1_100L38MS2",2,"drum","bell","dress","sword"
4227,"100L","RWL_Block1_100L38MS2",3,"ring","dress","swing","flag"
4228,"100L","RWL_Block1_100L38MS2",4,"swan","bee","spoon","bell"
4229,"100L","RWL_Block1_100L38MS2",5,"kite","flag","gift","shirt"
4230,"100L","RWL_Block1_100L38MS2",6,"bell","drum","bee","swing"
4231,"100L","RWL_Block1_100L38MS2",7,"heart","ring","horse","bread"
4232,"100L","RWL_Block1_100L38MS2",8,"bread","cheese","bear","vase"
4233,"100L","RWL_Block1_100L38MS2",9,"vase","gift","van","swan"
4234,"100L","RWL_Block1_100L38MS2",10,"gift","vase","kite","bread"
4235,"100L","RWL_Block1_100L38MS2",11,"fly","bee","flag","pen"
